Id,Action
1,0.31300000000000006
2,1
3,1
4,1
5,1
6,1
7,0.8685
8,1
9,1
10,1
11,1
12,1
13,0.8595
14,0.9135000000000001
15,0.8505
16,1
17,0.8805000000000001
18,0.8505
19,1
20,1
21,1
22,1
23,0.9135000000000001
24,1
25,1
26,1
27,0.7280000000000001
28,0.8685
29,1
30,0.7280000000000001
31,1
32,1
33,1
34,1
35,0.9584999999999999
36,1
37,0.9345000000000001
38,1
39,0.8685
40,1
41,1
42,1
43,0.7735000000000001
44,1
45,0.9135000000000001
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,0.9584999999999999
56,1
57,1
58,1
59,1
60,1
61,1
62,0.9584999999999999
63,1
64,1
65,0.8595
66,1
67,0.9584999999999999
68,1
69,0.8540000000000001
70,0.9584999999999999
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,0.29800000000000004
79,0.5905
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,0.8300000000000001
88,1
89,0.8955000000000001
90,1
91,0.8685
92,1
93,1
94,0.7615000000000001
95,1
96,0.9855
97,0.8685
98,1
99,1
100,1
101,0.9345000000000001
102,0.7525000000000001
103,1
104,0.9345000000000001
105,0.7040000000000001
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,0.9135000000000001
116,1
117,1
118,1
119,1
120,1
121,1
122,0.8805000000000001
123,0.41150000000000003
124,1
125,0.8805000000000001
126,0.8595
127,0.8805000000000001
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,0.9584999999999999
137,1
138,1
139,0.462
140,1
141,1
142,0.8685
143,1
144,1
145,1
146,0.9584999999999999
147,1
148,0.8480000000000001
149,0.8955000000000001
150,1
151,1
152,1
153,1
154,0.5795
155,0.8805000000000001
156,0.8535
157,1
158,1
159,1
160,1
161,0.21500000000000002
162,0.8535
163,1
164,1
165,1
166,1
167,0.8805000000000001
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,0.7220000000000001
178,1
179,1
180,1
181,0.66
182,1
183,1
184,1
185,1
186,0.8685
187,1
188,1
189,0.6355000000000001
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,0.42050000000000004
201,1
202,1
203,1
204,0.9855
205,1
206,1
207,1
208,1
209,0.812
210,1
211,1
212,1
213,1
214,0.9584999999999999
215,1
216,0.6805000000000001
217,1
218,1
219,1
220,0.8805000000000001
221,0.8685
222,1
223,1
224,0.9584999999999999
225,1
226,0.6385000000000001
227,0.9584999999999999
228,1
229,1
230,0.8685
231,0.8595
232,0.8360000000000001
233,1
234,0.8595
235,0.8805000000000001
236,0.8505
237,1
238,1
239,0.8595
240,1
241,1
242,0.92
243,0.41750000000000004
244,1
245,0.6895000000000001
246,1
247,1
248,1
249,0.9135000000000001
250,1
251,1
252,1
253,0.8535
254,1
255,1
256,1
257,1
258,0.7380000000000001
259,0.9855
260,1
261,1
262,0.8955000000000001
263,1
264,1
265,1
266,1
267,1
268,1
269,0.9135000000000001
270,1
271,0.8685
272,0.7315
273,0.8505
274,1
275,1
276,0.9135000000000001
277,1
278,1
279,1
280,0.9855
281,1
282,1
283,1
284,1
285,0.8785000000000001
286,1
287,1
288,1
289,1
290,1
291,1
292,0.7435
293,1
294,0.9855
295,1
296,0.05600000000000001
297,0.5705
298,0.8535
299,0.549
300,1
301,0.8505
302,1
303,1
304,0.4005
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,0.8505
318,1
319,1
320,1
321,1
322,0.16649999999999998
323,1
324,1
325,0.9135000000000001
326,1
327,1
328,1
329,0.8595
330,1
331,1
332,1
333,1
334,0.7525000000000001
335,1
336,1
337,1
338,0.9855
339,1
340,1
341,1
342,1
343,0.7220000000000001
344,1
345,1
346,1
347,1
348,0.6445000000000001
349,1
350,1
351,0.9584999999999999
352,1
353,1
354,0
355,1
356,1
357,0.8394999999999999
358,1
359,1
360,1
361,1
362,0.9345000000000001
363,1
364,1
365,0.8595
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,0.7040000000000001
375,0.7615000000000001
376,1
377,0.5375000000000001
378,1
379,1
380,0.8805000000000001
381,0.8805000000000001
382,1
383,1
384,1
385,0.8180000000000001
386,1
387,0.8785000000000001
388,0.8535
389,1
390,1
391,0.9345000000000001
392,1
393,1
394,1
395,0.8535
396,1
397,1
398,1
399,0.8595
400,1
401,1
402,1
403,0.8595
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,0.7280000000000001
413,0.809
414,0.8595
415,1
416,0.9855
417,1
418,1
419,1
420,0.9855
421,1
422,0.809
423,0.8955000000000001
424,0.8535
425,1
426,1
427,1
428,1
429,1
430,1
431,0.8805000000000001
432,1
433,1
434,1
435,1
436,1
437,1
438,0.8535
439,1
440,0.29800000000000004
441,1
442,1
443,1
444,1
445,0.8270000000000001
446,1
447,1
448,1
449,1
450,1
451,0.134
452,0.9440000000000001
453,1
454,0.8390000000000001
455,1
456,1
457,1
458,1
459,0.8595
460,0.7310000000000001
461,0.21500000000000002
462,1
463,1
464,1
465,1
466,1
467,0.3125
468,1
469,1
470,1
471,0.9855
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,0.9855
487,0.5825
488,1
489,1
490,0.9855
491,1
492,0.9855
493,0.9855
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,0.8660000000000001
503,1
504,0.8595
505,1
506,1
507,1
508,1
509,0.9855
510,0.014500000000000002
511,1
512,0.6475000000000001
513,0.7075
514,1
515,1
516,0.9584999999999999
517,1
518,1
519,1
520,0.6175
521,1
522,0.8685
523,1
524,0.14650000000000002
525,1
526,0.459
527,1
528,0.8505
529,0.40900000000000003
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,0.5915
538,1
539,1
540,1
541,1
542,1
543,0.8535
544,1
545,1
546,1
547,0.272
548,0.8955000000000001
549,1
550,0.9855
551,1
552,0.9855
553,0.9855
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,0.782
562,1
563,1
564,1
565,1
566,1
567,0.9584999999999999
568,1
569,1
570,1
571,0.4565
572,1
573,0.9584999999999999
574,0.794
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,0.5680000000000001
589,1
590,1
591,0.8535
592,0.9135000000000001
593,0.9135000000000001
594,1
595,1
596,1
597,1
598,1
599,0.9345000000000001
600,1
601,1
602,0.9584999999999999
603,1
604,0.9584999999999999
605,0.9345000000000001
606,1
607,1
608,1
609,1
610,0.8805000000000001
611,1
612,1
613,1
614,0.9135000000000001
615,1
616,0.7490000000000001
617,1
618,0.8955000000000001
619,1
620,1
621,1
622,1
623,1
624,0.8595
625,0.9345000000000001
626,1
627,1
628,1
629,0.8595
630,1
631,1
632,1
633,1
634,1
635,0.9135000000000001
636,1
637,1
638,1
639,1
640,1
641,0.9584999999999999
642,1
643,1
644,1
645,1
646,0.5040000000000001
647,0.9345000000000001
648,0.8505
649,1
650,0.9345000000000001
651,0.8805000000000001
652,1
653,0.6025
654,1
655,0.8334999999999999
656,1
657,1
658,1
659,1
660,0.8805000000000001
661,1
662,0.8810000000000001
663,1
664,1
665,0.773
666,0.8535
667,0.9345000000000001
668,1
669,1
670,0.7759999999999999
671,1
672,0.8535
673,0.337
674,1
675,0.8270000000000001
676,1
677,0.8480000000000001
678,1
679,1
680,0.9345000000000001
681,1
682,0.8929999999999999
683,1
684,0.8805000000000001
685,1
686,0.9584999999999999
687,1
688,0.7290000000000001
689,1
690,1
691,1
692,1
693,0.8535
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,0.34650000000000003
705,0.6805000000000001
706,0.8810000000000001
707,0.9584999999999999
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,0.8805000000000001
717,1
718,1
719,0.8685
720,1
721,1
722,1
723,0.8505
724,0.8595
725,1
726,0.7130000000000001
727,1
728,1
729,1
730,0.9345000000000001
731,1
732,1
733,1
734,1
735,1
736,0.6835000000000001
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,0.9345000000000001
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,0.8955000000000001
757,1
758,1
759,1
760,1
761,1
762,1
763,0.8535
764,0.8450000000000001
765,0.9135000000000001
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,0.37250000000000005
777,1
778,0.8595
779,1
780,1
781,1
782,1
783,1
784,1
785,0.8929999999999999
786,1
787,0.8535
788,0.9345000000000001
789,1
790,1
791,1
792,1
793,0.9584999999999999
794,1
795,1
796,0.9135000000000001
797,1
798,1
799,0.42400000000000004
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,0.40850000000000003
808,0.8124999999999999
809,1
810,1
811,1
812,0.7040000000000001
813,1
814,1
815,0.92
816,1
817,1
818,1
819,1
820,1
821,0.8955000000000001
822,1
823,1
824,1
825,1
826,0.9135000000000001
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,0.9345000000000001
837,1
838,1
839,0.8505
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,0.8595
848,1
849,1
850,0.9584999999999999
851,1
852,0.8685
853,1
854,0.5940000000000001
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,0.7220000000000001
863,1
864,1
865,0.8360000000000001
866,1
867,1
868,1
869,1
870,1
871,1
872,0.9584999999999999
873,1
874,1
875,1
876,0.8805000000000001
877,1
878,1
879,0.7735000000000001
880,0.9855
881,1
882,1
883,1
884,0.9584999999999999
885,0.6775000000000001
886,1
887,0.8955000000000001
888,1
889,1
890,1
891,0.8805000000000001
892,0.8150000000000001
893,0.7529999999999999
894,1
895,1
896,1
897,0.7190000000000001
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,0.8660000000000001
910,0.8805000000000001
911,0.8535
912,0.8805000000000001
913,1
914,1
915,0.9584999999999999
916,1
917,1
918,1
919,1
920,0.8360000000000001
921,1
922,1
923,1
924,0.639
925,1
926,1
927,0.8805000000000001
928,0.8805000000000001
929,1
930,1
931,1
932,1
933,1
934,0.7220000000000001
935,1
